filename,width,height,class,xmin,ymin,xmax,ymax
sobel_gray_6406_3_2_4087_4088.jpg,216,1958,vplug,35,2,109,182
sobel_gray_6406_3_2_4087_4088.jpg,216,1958,vplug,21,832,97,1046
sobel_gray_6406_3_2_4087_4088.jpg,216,1958,vplug,21,1252,97,1412
sobel_gray_6406_3_2_4087_4088.jpg,216,1958,hplug,123,428,211,504
sobel_gray_6406_3_2_4087_4088.jpg,216,1958,hplug,137,916,209,990
sobel_gray_6406_3_2_4087_4088.jpg,216,1958,hplug,119,1306,195,1382
sobel_gray_6406_3_2_4087_4088.jpg,216,1958,scal,45,1476,147,1578
sobel_gray_6406_3_2_4087_4088.jpg,216,1958,scal,39,1584,153,1680
sobel_gray_6406_3_2_4087_4088.jpg,216,1958,hplug,143,26,216,100
sobel_gray_6406_3_2_3948_3949.jpg,267,1949,hplug,170,39,248,117
sobel_gray_6406_3_2_3948_3949.jpg,267,1949,hplug,150,515,230,589
sobel_gray_6406_3_2_3948_3949.jpg,267,1949,hplug,152,907,226,983
sobel_gray_6406_3_2_3948_3949.jpg,267,1949,hplug,122,1369,204,1443
sobel_gray_6406_3_2_3948_3949.jpg,267,1949,scal,94,233,200,335
sobel_gray_6406_3_2_3948_3949.jpg,267,1949,scal,82,333,196,429
sobel_gray_6406_3_2_3948_3949.jpg,267,1949,vplug,40,837,116,1047
sobel_gray_6406_3_2_3948_3949.jpg,267,1949,vplug,50,497,132,647
"sobel_gray_6406_3_2_4308,50_4309.jpg",226,1115,vplug,132,439,209,550
"sobel_gray_6406_3_2_4308,50_4309.jpg",226,1115,vplug,116,36,200,215
"sobel_gray_6406_3_2_4308,50_4309.jpg",226,1115,hplug,1,65,82,145
"sobel_gray_6406_3_2_4308,50_4309.jpg",226,1115,hplug,5,460,85,549
"sobel_gray_6406_3_2_4308,50_4309.jpg",226,1115,scal,82,771,198,876
"sobel_gray_6406_3_2_4308,50_4309.jpg",226,1115,scal,74,900,192,1008
sobel_gray_6406_3_2_4093_4094.jpg,208,1944,hplug,117,33,195,107
sobel_gray_6406_3_2_4093_4094.jpg,208,1944,hplug,121,337,191,407
sobel_gray_6406_3_2_4093_4094.jpg,208,1944,hplug,111,805,185,879
sobel_gray_6406_3_2_4093_4094.jpg,208,1944,hplug,87,1337,161,1413
sobel_gray_6406_3_2_4093_4094.jpg,208,1944,hplug,119,1799,197,1875
sobel_gray_6406_3_2_4093_4094.jpg,208,1944,vplug,21,813,93,957
sobel_gray_6406_3_2_4093_4094.jpg,208,1944,vplug,13,17,97,163
