filename,width,height,class,xmin,ymin,xmax,ymax
wavelet_vert_gray_6406_3_2_3973_3974.jpg,222,1968,vplug,32,1315,103,1496
wavelet_vert_gray_6406_3_2_3973_3974.jpg,222,1968,hplug,124,935,210,1011
wavelet_vert_gray_6406_3_2_3973_3974.jpg,222,1968,hplug,124,1390,206,1468
wavelet_vert_gray_6406_3_2_3973_3974.jpg,222,1968,hplug,126,429,214,496
wavelet_vert_gray_6406_3_2_3973_3974.jpg,222,1968,hplug,134,11,222,86
wavelet_vert_gray_6406_3_2_3973_3974.jpg,222,1968,scal,46,649,157,753
wavelet_vert_gray_6406_3_2_3973_3974.jpg,222,1968,scal,55,758,169,862
wavelet_hor_gray_6406_3_2_3992_3993.jpg,218,1951,vplug,36,18,108,210
wavelet_hor_gray_6406_3_2_3992_3993.jpg,218,1951,vplug,28,310,112,506
wavelet_hor_gray_6406_3_2_3992_3993.jpg,218,1951,vplug,8,762,108,958
wavelet_hor_gray_6406_3_2_3992_3993.jpg,218,1951,vplug,24,1820,100,1951
wavelet_hor_gray_6406_3_2_3992_3993.jpg,218,1951,hplug,134,834,206,908
wavelet_hor_gray_6406_3_2_3992_3993.jpg,218,1951,hplug,130,406,212,480
wavelet_hor_gray_6406_3_2_3992_3993.jpg,218,1951,hplug,112,1324,192,1402
wavelet_hor_gray_6406_3_2_3992_3993.jpg,218,1951,hplug,150,46,218,120
wavelet_hor_gray_6406_3_2_3992_3993.jpg,218,1951,hplug,114,1830,190,1908
wavelet_hor_gray_6406_3_2_3992_3993.jpg,218,1951,scal,50,1482,156,1584
wavelet_hor_gray_6406_3_2_3992_3993.jpg,218,1951,scal,54,1586,158,1686
wavelet_hor_gray_6406_3_2_4133_4134.jpg,205,1959,scal,23,1500,127,1598
wavelet_hor_gray_6406_3_2_4133_4134.jpg,205,1959,scal,27,1658,135,1752
wavelet_hor_gray_6406_3_2_4133_4134.jpg,205,1959,hplug,123,80,191,152
wavelet_hor_gray_6406_3_2_4133_4134.jpg,205,1959,hplug,105,470,191,548
wavelet_hor_gray_6406_3_2_4133_4134.jpg,205,1959,hplug,107,944,179,1014
wavelet_hor_gray_6406_3_2_4133_4134.jpg,205,1959,hplug,111,1340,185,1416
wavelet_hor_gray_6406_3_2_4133_4134.jpg,205,1959,vplug,27,1268,85,1434
