filename,width,height,class,xmin,ymin,xmax,ymax
6406_3_3_3950_3951.jpg,275,2245,scal,20,125,233,240
6406_3_3_3950_3951.jpg,275,2245,scal,24,239,240,340
6406_3_3_3950_3951.jpg,275,2245,hplug,22,522,165,596
6406_3_3_3950_3951.jpg,275,2245,vplug,126,446,219,558
6406_3_3_3950_3951.jpg,275,2245,hplug,77,1116,185,1208
6406_3_3_3950_3951.jpg,275,2245,hplug,59,1633,194,1713
6406_3_3_3950_3951.jpg,275,2245,vplug,101,1698,189,1824
6407_1_3_3621_3622.jpg,304,2458,vplug,116,10,206,64
6407_1_3_3621_3622.jpg,304,2458,scal,35,552,219,688
6407_1_3_3621_3622.jpg,304,2458,hplug,25,819,278,910
6407_1_3_3621_3622.jpg,304,2458,vplug,133,1342,247,1614
6407_1_3_3621_3622.jpg,304,2458,vplug,95,2132,213,2351
6407_1_3_3621_3622.jpg,304,2458,hplug,85,2395,178,2441
6407_1_3_3749_3750.jpg,338,2488,scal,56,48,285,189
6407_1_3_3749_3750.jpg,338,2488,scal,48,2123,237,2213
6407_1_3_3749_3750.jpg,338,2488,hplug,178,1426,273,1524
6407_1_3_3749_3750.jpg,338,2488,vplug,51,1391,137,1580
6407_1_3_3749_3750.jpg,338,2488,vplug,47,631,138,880
6407_1_3_3749_3750.jpg,338,2488,hplug,143,745,249,840
6407_1_3_3749_3750.jpg,338,2488,hplug,87,2379,188,2435
6406_3_3_3962_3963.jpg,293,2175,scal,45,111,249,238
6406_3_3_3962_3963.jpg,293,2175,scal,40,312,202,428
6406_3_3_3962_3963.jpg,293,2175,hplug,127,560,241,649
6406_3_3_3962_3963.jpg,293,2175,vplug,62,478,141,612
6406_3_3_3962_3963.jpg,293,2175,vplug,56,1008,145,1188
6406_3_3_3962_3963.jpg,293,2175,hplug,141,1073,243,1159
6406_3_3_3962_3963.jpg,293,2175,hplug,98,1598,209,1685
6406_3_3_3962_3963.jpg,293,2175,vplug,44,1507,153,1725
6407_1_3_3646_3647.jpg,335,2471,scal,39,149,231,285
6407_1_3_3646_3647.jpg,335,2471,hplug,180,666,297,758
6407_1_3_3646_3647.jpg,335,2471,hplug,61,1684,158,1779
6407_1_3_3646_3647.jpg,335,2471,hplug,168,2341,276,2436
6407_1_3_3646_3647.jpg,335,2471,vplug,49,2249,147,2453
6407_1_3_3683_3684.jpg,387,2460,hplug,105,1645,310,1743
6407_1_3_3683_3684.jpg,387,2460,vplug,119,1557,224,1656
6407_1_3_3626_3627.jpg,324,2465,hplug,23,70,272,181
6407_1_3_3626_3627.jpg,324,2465,scal,31,299,250,448
6407_1_3_3626_3627.jpg,324,2465,hplug,179,738,284,852
6407_1_3_3626_3627.jpg,324,2465,hplug,126,1648,241,1743
6407_1_3_3626_3627.jpg,324,2465,hplug,88,2356,197,2435
6407_1_3_3626_3627.jpg,324,2465,scal,144,2222,273,2346
6407_1_3_3626_3627.jpg,324,2465,vplug,96,1489,175,1659
6407_1_3_3675_3676.jpg,347,2457,hplug,159,43,282,131
6407_1_3_3675_3676.jpg,347,2457,hplug,209,1628,299,1725
6407_1_3_3675_3676.jpg,347,2457,scal,65,187,217,313
6407_1_3_3675_3676.jpg,347,2457,vplug,58,32,153,201
6406_3_3_3965_3966.jpg,288,2198,scal,38,40,249,149
6406_3_3_3965_3966.jpg,288,2198,scal,41,167,249,301
6406_3_3_3965_3966.jpg,288,2198,hplug,145,622,235,707
6406_3_3_3965_3966.jpg,288,2198,vplug,43,611,128,727
6406_3_3_3965_3966.jpg,288,2198,hplug,52,1106,261,1177
6406_3_3_3967_3968.jpg,274,2180,hplug,74,72,170,156
6406_3_3_3967_3968.jpg,274,2180,scal,40,201,255,304
6406_3_3_3967_3968.jpg,274,2180,scal,44,301,250,389
6406_3_3_3967_3968.jpg,274,2180,hplug,36,1143,135,1223
6406_3_3_3967_3968.jpg,274,2180,vplug,133,1131,222,1288
6406_3_3_3967_3968.jpg,274,2180,hplug,87,1569,183,1653
