filename,width,height,class,xmin,ymin,xmax,ymax
6406_3_3_3951_3952.jpg,284,2200,scal,107,242,257,358
6406_3_3_3951_3952.jpg,284,2200,hplug,116,80,220,154
6406_3_3_3951_3952.jpg,284,2200,hplug,40,482,199,559
6406_3_3_3951_3952.jpg,284,2200,hplug,43,994,180,1073
6406_3_3_3951_3952.jpg,284,2200,hplug,39,1581,159,1667
6406_3_3_3951_3952.jpg,284,2200,vplug,32,1399,128,1551
6406_3_3_3951_3952.jpg,284,2200,vplug,95,114,177,230
6406_3_3_3950_3951.jpg,275,2245,scal,20,125,233,240
6406_3_3_3950_3951.jpg,275,2245,scal,24,239,240,340
6406_3_3_3950_3951.jpg,275,2245,hplug,22,522,165,596
6406_3_3_3950_3951.jpg,275,2245,vplug,126,446,219,558
6406_3_3_3950_3951.jpg,275,2245,hplug,77,1116,185,1208
6406_3_3_3950_3951.jpg,275,2245,hplug,59,1633,194,1713
6406_3_3_3950_3951.jpg,275,2245,vplug,101,1698,189,1824
6406_3_3_3941_3942.jpg,274,2209,hplug,97,1,223,38
6406_3_3_3941_3942.jpg,274,2209,scal,29,59,244,168
6406_3_3_3941_3942.jpg,274,2209,scal,28,172,242,257
6406_3_3_3941_3942.jpg,274,2209,hplug,77,526,212,604
6406_3_3_3941_3942.jpg,274,2209,hplug,33,1045,249,1111
6406_3_3_3941_3942.jpg,274,2209,hplug,106,1617,216,1698
6406_3_3_3941_3942.jpg,274,2209,hplug,111,2067,201,2148
6406_3_3_3941_3942.jpg,274,2209,vplug,133,1583,234,1787
6406_3_3_3941_3942.jpg,274,2209,vplug,83,595,171,707
6406_3_3_3939_3940.jpg,274,2177,hplug,28,47,56,87
6406_3_3_3939_3940.jpg,274,2177,hplug,108,587,234,668
6406_3_3_3939_3940.jpg,274,2177,hplug,92,1108,233,1166
6406_3_3_3939_3940.jpg,274,2177,vplug,95,1016,180,1108
6406_3_3_3939_3940.jpg,274,2177,hplug,29,1642,244,1716
6406_3_3_3939_3940.jpg,274,2177,scal,31,190,229,276
6406_3_3_3939_3940.jpg,274,2177,scal,32,277,243,360
6406_3_3_3938_3939.jpg,262,2181,hplug,66,76,148,156
6406_3_3_3938_3939.jpg,262,2181,vplug,153,22,227,156
6406_3_3_3938_3939.jpg,262,2181,hplug,32,212,240,298
6406_3_3_3938_3939.jpg,262,2181,hplug,77,441,201,543
6406_3_3_3938_3939.jpg,262,2181,hplug,103,1610,227,1710
6406_3_3_3949_3950.jpg,259,2192,hplug,86,472,148,545
6406_3_3_3949_3950.jpg,259,2192,hplug,68,1089,226,1173
6406_3_3_3949_3950.jpg,259,2192,vplug,116,1658,196,1757
6406_3_3_3943_3944.jpg,263,2200,hplug,28,29,229,105
6406_3_3_3943_3944.jpg,263,2200,scal,95,170,245,283
6406_3_3_3943_3944.jpg,263,2200,scal,47,279,242,365
6406_3_3_3943_3944.jpg,263,2200,hplug,27,1067,240,1147
6406_3_3_3943_3944.jpg,263,2200,hplug,23,1600,240,1677
6406_3_3_3943_3944.jpg,263,2200,hplug,126,2078,243,2149
6406_3_3_3943_3944.jpg,263,2200,vplug,93,1980,163,2092
6406_3_3_3947_3948.jpg,287,2196,hplug,132,444,235,534
6406_3_3_3947_3948.jpg,287,2196,scal,88,105,140,190
6406_3_3_3947_3948.jpg,287,2196,scal,87,17,142,108
6406_3_3_3947_3948.jpg,287,2196,vplug,65,423,135,658
6406_3_3_3947_3948.jpg,287,2196,hplug,107,1023,207,1098
6406_3_3_3945_3946.jpg,279,2233,vplug,50,39,134,189
6406_3_3_3945_3946.jpg,279,2233,vplug,170,449,245,606
6406_3_3_3945_3946.jpg,279,2233,hplug,100,2114,204,2190
6406_3_3_3945_3946.jpg,279,2233,hplug,132,1687,258,1766
6406_3_3_3945_3946.jpg,279,2233,hplug,122,1142,253,1224
6406_3_3_3945_3946.jpg,279,2233,hplug,91,499,171,583
6406_3_3_3945_3946.jpg,279,2233,hplug,150,43,244,121
6406_3_3_3944_3945.jpg,263,2168,scal,34,28,206,134
6406_3_3_3944_3945.jpg,263,2168,scal,90,225,213,337
6406_3_3_3944_3945.jpg,263,2168,hplug,33,504,164,587
6406_3_3_3944_3945.jpg,263,2168,hplug,114,1038,203,1115
6406_3_3_3944_3945.jpg,263,2168,hplug,30,1565,240,1639
6406_3_3_3944_3945.jpg,263,2168,scal,23,1929,240,2035
6406_3_3_3944_3945.jpg,263,2168,scal,24,2034,245,2139
6406_3_3_3944_3945.jpg,263,2168,vplug,33,923,107,1140
