filename,width,height,class,xmin,ymin,xmax,ymax
6407_1_3_3670_3671.jpg,322,2469,vplug,171,588,250,772
6407_1_3_3670_3671.jpg,322,2469,hplug,68,640,168,740
6407_1_3_3670_3671.jpg,322,2469,hplug,54,1455,291,1565
6407_1_3_3670_3671.jpg,322,2469,hplug,43,2304,295,2408
6407_1_3_3655_3656.jpg,328,2465,scal,79,30,212,141
6407_1_3_3655_3656.jpg,328,2465,vplug,210,1414,294,1638
6407_1_3_3655_3656.jpg,328,2465,hplug,115,1517,215,1619
6407_1_3_3655_3656.jpg,328,2465,hplug,84,2359,194,2430
6407_1_3_3655_3656.jpg,328,2465,hplug,43,2228,304,2353
6406_3_3_3962_3963.jpg,293,2175,scal,45,111,249,238
6406_3_3_3962_3963.jpg,293,2175,scal,40,312,202,428
6406_3_3_3962_3963.jpg,293,2175,hplug,127,560,241,649
6406_3_3_3962_3963.jpg,293,2175,vplug,62,478,141,612
6406_3_3_3962_3963.jpg,293,2175,vplug,56,1008,145,1188
6406_3_3_3962_3963.jpg,293,2175,hplug,141,1073,243,1159
6406_3_3_3962_3963.jpg,293,2175,hplug,98,1598,209,1685
6406_3_3_3962_3963.jpg,293,2175,vplug,44,1507,153,1725
6407_1_3_3669_3670.jpg,349,2442,vplug,167,51,277,186
6407_1_3_3669_3670.jpg,349,2442,vplug,189,1666,274,1821
6407_1_3_3669_3670.jpg,349,2442,hplug,74,754,194,857
6407_1_3_3669_3670.jpg,349,2442,vplug,53,73,160,168
6407_1_3_3669_3670.jpg,349,2442,hplug,90,1603,200,1701
6406_3_3_3947_3948.jpg,287,2196,hplug,132,444,235,534
6406_3_3_3947_3948.jpg,287,2196,scal,88,105,140,190
6406_3_3_3947_3948.jpg,287,2196,scal,87,17,142,108
6406_3_3_3947_3948.jpg,287,2196,vplug,65,423,135,658
6406_3_3_3947_3948.jpg,287,2196,hplug,107,1023,207,1098
6406_3_3_3970_3971.jpg,288,2207,hplug,120,1562,268,1650
6406_3_3_3942_3943.jpg,290,2213,vplug,163,650,242,769
6406_3_3_3942_3943.jpg,290,2213,vplug,68,1614,133,1769
6406_3_3_3942_3943.jpg,290,2213,hplug,75,583,228,662
6406_3_3_3942_3943.jpg,290,2213,scal,48,97,248,168
6406_3_3_3942_3943.jpg,290,2213,scal,43,41,248,102
6406_3_3_3942_3943.jpg,290,2213,hplug,48,1017,218,1078
6406_3_3_3942_3943.jpg,290,2213,hplug,119,1625,218,1702
6406_3_3_3963_3964.jpg,274,2203,scal,39,189,240,312
6406_3_3_3963_3964.jpg,274,2203,scal,40,304,244,400
6406_3_3_3963_3964.jpg,274,2203,hplug,93,50,189,134
6406_3_3_3963_3964.jpg,274,2203,hplug,32,545,167,636
6406_3_3_3963_3964.jpg,274,2203,hplug,75,1082,144,1158
6406_3_3_3963_3964.jpg,274,2203,vplug,141,1020,225,1159
6406_3_3_3963_3964.jpg,274,2203,vplug,137,1564,243,1749
6406_3_3_3963_3964.jpg,274,2203,hplug,97,1634,170,1725
6406_3_3_3963_3964.jpg,274,2203,scal,35,1923,244,2059
6406_3_3_3963_3964.jpg,274,2203,scal,33,2061,248,2122
6407_1_3_3756_3757.jpg,329,2502,hplug,32,38,270,133
6407_1_3_3756_3757.jpg,329,2502,hplug,37,717,136,809
6407_1_3_3756_3757.jpg,329,2502,hplug,151,1602,245,1690
6407_1_3_3756_3757.jpg,329,2502,hplug,73,2301,166,2393
6407_1_3_3756_3757.jpg,329,2502,scal,117,2158,254,2282
6407_1_3_3756_3757.jpg,329,2502,scal,141,1899,281,2030
6407_1_3_3756_3757.jpg,329,2502,vplug,177,723,265,891
6406_3_3_3948_3949.jpg,259,2156,hplug,22,38,232,88
6406_3_3_3948_3949.jpg,259,2156,scal,44,106,220,179
6406_3_3_3948_3949.jpg,259,2156,scal,46,177,224,259
6406_3_3_3948_3949.jpg,259,2156,hplug,110,443,202,526
6406_3_3_3948_3949.jpg,259,2156,hplug,27,955,119,1035
6406_3_3_3948_3949.jpg,259,2156,vplug,73,882,191,1076
6406_3_3_3948_3949.jpg,259,2156,vplug,26,1494,111,1669
6406_3_3_3948_3949.jpg,259,2156,hplug,104,1557,184,1634
6406_3_3_3948_3949.jpg,259,2156,scal,67,1693,201,1794
6406_3_3_3948_3949.jpg,259,2156,scal,27,1787,159,1882
6406_3_3_3948_3949.jpg,259,2156,hplug,83,1923,161,2011
6406_3_3_3948_3949.jpg,259,2156,vplug,41,1970,94,2051
